,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type
48,"July 17, 2015 - July 19, 2015",Brian Chatwin,Alex Mooney,R,WV-2,"Cambridge, MD",Main Street Partnership,Original
49,"July 17, 2015 - July 19, 2015",James D. Carstensen,David Young,R,IA-3,"Cambridge, MD",Main Street Partnership,Original
0,"July 17, 2015 - July 19, 2015",Lauryn Schothorst,Ryan Costello,R,PA-6,"Cambridge, MD",Main Street Partnership,Original
1,"July 17, 2015 - July 19, 2015",Jen Daulby,Rodney Davis,R,IL-13,"Cambridge, MD",Main Street Partnership,Original
2,"July 16, 2015 - July 18, 2015",Kenneth DeGraff,Nancy Pelosi,D,CA-12,"New York, NY","BSA, The Software Alliance",Original
3,"July 16, 2015 - July 18, 2015",Steven Carlson,Michael E. Capuano,D,MA-7,"Boston, MA",National Railroad Passenger Corporation/Amtrak,Original
4,"July 16, 2015 - July 18, 2015",Steven Carlson,Michael E. Capuano,D,MA-7,"New York, NY",National Railroad Passenger Corporation/Amtrak,Original
5,"July 17, 2015 - July 18, 2015",Mimi Walters,Mimi Walters,R,CA-45,"San Francisco, CA","Californian State Society, Inc.",Original
6,"July 16, 2015 - July 18, 2015",Jennifer Homendy,Peter A. DeFazio,D,OR-4,"Boston, MA",National Railroad Passenger Corporation/Amtrak,Original
7,"July 16, 2015 - July 18, 2015",Jennifer Homendy,Peter A. DeFazio,D,OR-4,"New York, NY",National Railroad Passenger Corporation/Amtrak,Original
8,"July 16, 2015 - July 18, 2015",Ken Calvert,Ken Calvert,R,CA-42,"San Francisco, CA",California State Society,Original
9,"July 16, 2015 - July 17, 2015",Anna Leieritz,Dave Trott,R,MI-11,"New York, NY",BSA | The Software Alliance,Amendment
10,"July 16, 2015 - July 17, 2015",Matthew Weisman,Steve Cohen,D,TN-9,"New York, NY",BSA | The Software Alliance,Original
11,"July 16, 2015 - July 17, 2015",Jim Costa,Jim Costa,D,CA-16,"San Francisco, CA",California State Society,Original
12,"July 16, 2015 - July 17, 2015",Norberto Salinas,John Conyers Jr.,D,MI-13,"New York, NY","BSA, the Software Alliance",Original
13,"July 16, 2015 - July 17, 2015",Isaac Fong,"Kelly, Mike",,PA-0,"New York, NY","BSA, The Software Alliance",Original
14,"July 16, 2015 - July 17, 2015",Anna Leieritz,Dave Trott,R,MI-11,"New York, NY",BSA | The Software Alliance,Original
15,"July 10, 2015 - July 11, 2015","Henry C. ""Hank"" Jr. Johnson",Hank Johnson,D,GA-4,"Jacksonville, FL","Omega Psi Phi Fraternity, Inc.",Original
16,"July 10, 2015 - July 11, 2015",James E. Clyburn,James E. Clyburn,D,SC-6,"Jacksonville, FL","Omega Psi Phi Fraternity, Inc.",Original
17,"July 3, 2015 - July 6, 2015",Joaquin Castro,Joaquín Castro,D,TX-20,"New York, NY",ABC News,Original
18,"July 4, 2015 - July 5, 2015",Tom Cole,Tom Cole,R,OK-4,"New York, NY",ABC News,Original
19,"June 27, 2015 - July 5, 2015",Richard Carbo,Patrick Murphy,D,FL-18,"Jerusalem, Israel",American Israel Education Foundation,Original
20,"June 27, 2015 - July 5, 2015",Richard Carbo,Patrick Murphy,D,FL-18,"Tel Aviv, Israel",American Israel Education Foundation,Original
21,"June 27, 2015 - July 5, 2015",Richard Carbo,Patrick Murphy,D,FL-18,"Tiberias, Isreal",American Israel Education Foundation,Original
22,"June 27, 2015 - July 5, 2015",Allison Bormel,Eric Swalwell,D,CA-15,"Jerusalem, Israel",American Israel Education Foundation,Original
23,"June 27, 2015 - July 5, 2015",Allison Bormel,Eric Swalwell,D,CA-15,"Tel Aviv, Israel",American Israel Education Foundation,Original
24,"June 27, 2015 - July 5, 2015",Allison Bormel,Eric Swalwell,D,CA-15,"Tiberias, Israel",American Israel Education Foundation,Original
25,"June 27, 2015 - July 5, 2015",Jeffrey R. Billman,Peter Roskam,R,IL-6,"Jerusalem, Israel",American Israel Education Foundation,Original
26,"June 27, 2015 - July 5, 2015",Jeffrey R. Billman,Peter Roskam,R,IL-6,"Tel Aviv, Israel",American Israel Education Foundation,Original
27,"June 27, 2015 - July 5, 2015",Jeffrey R. Billman,Peter Roskam,R,IL-6,"Tiberias, Israel",American Israel Education Foundation,Original
28,"June 26, 2015 - July 5, 2015",Sarah Trister,David Cicilline,D,RI-1,"Ginosar, Israel",American Israel Education Foundation,Original
29,"June 26, 2015 - July 5, 2015",Sarah Trister,David Cicilline,D,RI-1,"Jerusalem, Israel",American Israel Education Foundation,Original
30,"June 26, 2015 - July 5, 2015",Sarah Trister,David Cicilline,D,RI-1,"Tel Aviv, Israel",American Israel Education Foundation,Original
31,"June 27, 2015 - July 5, 2015",Angel Nigaglioni,José E. Serrano,D,NY-15,"Ginosar, Israel",American Israel Education Foundation,Original
32,"June 27, 2015 - July 5, 2015",Angel Nigaglioni,José E. Serrano,D,NY-15,"Jerusalem, Israel",American Israel Education Foundation,Original
33,"June 27, 2015 - July 5, 2015",Angel Nigaglioni,José E. Serrano,D,NY-15,"Tel Aviv, Israel",American Israel Education Foundation,Original
34,"June 27, 2015 - July 5, 2015",Elizabeth Amster,Kathleen Rice,D,NY-4,"Ginosar, Israel",American Israel Education Foundation,Original
35,"June 27, 2015 - July 5, 2015",Elizabeth Amster,Kathleen Rice,D,NY-4,"Jerusalem, Israel",American Israel Education Foundation,Original
36,"June 27, 2015 - July 5, 2015",Elizabeth Amster,Kathleen Rice,D,NY-4,"Tel Aviv, Israel",American Israel Education Foundation,Original
37,"June 27, 2015 - July 5, 2015",Sarah Whiting Moxley,Pete Olson,R,TX-22,"Ginosar, Israel",American Israel Education Foundation,Original
38,"June 27, 2015 - July 5, 2015",Sarah Whiting Moxley,Pete Olson,R,TX-22,"Jerusalem, Israel",American Israel Education Foundation,Original
39,"June 27, 2015 - July 5, 2015",Sarah Whiting Moxley,Pete Olson,R,TX-22,"Tel Aviv, Israel",American Israel Education Foundation,Original
40,"June 27, 2015 - July 5, 2015",Katrina Valdes,Mario Diaz-Balart,R,FL-25,"Jerusalem, Israel",American Israel Education Foundation,Original
41,"June 27, 2015 - July 5, 2015",Katrina Valdes,Mario Diaz-Balart,R,FL-25,"Tel Aviv, Israel",American Israel Education Foundation,Original
42,"June 27, 2015 - July 5, 2015",Katrina Valdes,Mario Diaz-Balart,R,FL-25,"Tiberias, Israel",American Israel Education Foundation,Original
43,"June 27, 2015 - July 5, 2015",Jennifer Shapiro,Emanuel Cleaver II,D,MO-5,"Ginosar, Israel",American Israel Education Foundation,Original
44,"June 27, 2015 - July 5, 2015",Jennifer Shapiro,Emanuel Cleaver II,D,MO-5,"Jerusalem, Israel",American Israel Education Foundation,Original
45,"June 27, 2015 - July 5, 2015",Jennifer Shapiro,Emanuel Cleaver II,D,MO-5,"Tel Aviv, Israel",American Israel Education Foundation,Original
46,"June 27, 2015 - July 5, 2015",Melissa Buchanan,Edward Whitfield,R,KY-1,"Ginosar, Israel",American Israel Education Foundation,Original
47,"June 27, 2015 - July 5, 2015",Melissa Buchanan,Edward Whitfield,R,KY-1,"Jerusalem, Israel",American Israel Education Foundation,Original
48,"June 27, 2015 - July 5, 2015",Melissa Buchanan,Edward Whitfield,R,KY-1,"Tel Aviv, Israel",American Israel Education Foundation,Original
49,"June 27, 2015 - July 5, 2015",Ryan White,David Schweikert,R,AZ-6,"Ginosar, Israel",American Israel Education Foundation,Original
0,"June 27, 2015 - July 5, 2015",Ryan White,David Schweikert,R,AZ-6,"Jerusalem, Israel",American Israel Education Foundation,Original
1,"June 27, 2015 - July 5, 2015",Ryan White,David Schweikert,R,AZ-6,"Tel Aviv, Israel",American Israel Education Foundation,Original
2,"June 27, 2015 - July 5, 2015",Michael Essington,Adam Kinzinger,R,IL-16,"Ginosar, Israel",American Israel Education Foundation,Original
3,"June 27, 2015 - July 5, 2015",Michael Essington,Adam Kinzinger,R,IL-16,"Jerusalem, Israel",American Israel Education Foundation,Original
4,"June 27, 2015 - July 5, 2015",Michael Essington,Adam Kinzinger,R,IL-16,"Tel Aviv, Israel",American Israel Education Foundation,Original
5,"June 27, 2015 - July 5, 2015",Catherine E. Gatewood,Adam Kinzinger,R,IL-16,"Jerusalem, Israel",American Israel Education Foundation,Original
6,"June 27, 2015 - July 5, 2015",Catherine E. Gatewood,Adam Kinzinger,R,IL-16,"Tel Aviv, Israel",American Israel Education Foundation,Original
7,"June 27, 2015 - July 5, 2015",Catherine E. Gatewood,Adam Kinzinger,R,IL-16,"Tiberias, Israel",American Israel Education Foundation,Original
8,"June 27, 2015 - July 5, 2015",Carly Frame,Brendan Boyle,D,PA-13,"Ginosar, Israel",American Israel Education Foundation,Original
9,"June 27, 2015 - July 5, 2015",Carly Frame,Brendan Boyle,D,PA-13,"Jerusalem, Israel",American Israel Education Foundation,Original
10,"June 27, 2015 - July 5, 2015",Carly Frame,Brendan Boyle,D,PA-13,"Tel Aviv, Israel",American Israel Education Foundation,Original
11,"June 27, 2015 - July 5, 2015",Macey Matthews,Kyrsten Sinema,D,AZ-9,"Jerusalem, Israel",American Israel Education Foundation,Original
12,"June 27, 2015 - July 5, 2015",Macey Matthews,Kyrsten Sinema,D,AZ-9,"Tel Aviv, Israel",American Israel Education Foundation,Original
13,"June 27, 2015 - July 5, 2015",Macey Matthews,Kyrsten Sinema,D,AZ-9,"Tiberias, Israel",American Israel Education Foundation,Original
14,"June 27, 2015 - July 5, 2015",Michelle Davidson,Kyrsten Sinema,D,AZ-9,"Ginosar, Israel",American Israel Education Foundation,Original
15,"June 27, 2015 - July 5, 2015",Michelle Davidson,Kyrsten Sinema,D,AZ-9,"Jerusalem, Israel",American Israel Education Foundation,Original
16,"June 27, 2015 - July 5, 2015",Michelle Davidson,Kyrsten Sinema,D,AZ-9,"Tel Aviv, Israel",American Israel Education Foundation,Original
17,"June 27, 2015 - July 5, 2015",Matthew R. Goulding,Darrell Issa,R,CA-49,"Ginosar, Israel",American Israel Education Foundation,Original
18,"June 27, 2015 - July 5, 2015",Matthew R. Goulding,Darrell Issa,R,CA-49,"Jerusalem, Israel",American Israel Education Foundation,Original
19,"June 27, 2015 - July 5, 2015",Matthew R. Goulding,Darrell Issa,R,CA-49,"Tel Aviv, Israel",American Israel Education Foundation,Original
20,"June 27, 2015 - July 5, 2015",Steven Snodgrass,Seth Moulton,D,MA-6,"Ginosar, Israel",American Israel Education Foundation,Original
21,"June 27, 2015 - July 5, 2015",Steven Snodgrass,Seth Moulton,D,MA-6,"Jerusalem, Israel",American Israel Education Foundation,Original
22,"June 27, 2015 - July 5, 2015",Steven Snodgrass,Seth Moulton,D,MA-6,"Tel Aviv, Israel",American Israel Education Foundation,Original
23,"June 27, 2015 - July 5, 2015",Andrew Noh,Linda T. Sánchez,D,CA-38,"Ginosar, Israel",American Israel Education Foundation,Original
24,"June 27, 2015 - July 5, 2015",Andrew Noh,Linda T. Sánchez,D,CA-38,"Jerusalem, Israel",American Israel Education Foundation,Original
25,"June 27, 2015 - July 5, 2015",Andrew Noh,Linda T. Sánchez,D,CA-38,"Tel Aviv, Israel",American Israel Education Foundation,Original
26,"June 27, 2015 - July 5, 2015",James Slepian,Robert Dold,R,IL-10,"Jerusalem, Israel",American Israel Education Foundation,Original
27,"June 27, 2015 - July 5, 2015",James Slepian,Robert Dold,R,IL-10,"Tel Aviv, Israel",American Israel Education Foundation,Original
28,"June 27, 2015 - July 5, 2015",James Slepian,Robert Dold,R,IL-10,"Tiberias, Israel",American Israel Education Foundation,Original
29,"June 27, 2015 - July 5, 2015",Steven Snodgrass,Seth Moulton,D,MA-6,"Ginosar, Israel",Anerican Israel Education Foundation,Amendment
30,"June 27, 2015 - July 5, 2015",Steven Snodgrass,Seth Moulton,D,MA-6,"Jerusalem, Israel",Anerican Israel Education Foundation,Amendment
31,"June 27, 2015 - July 5, 2015",Steven Snodgrass,Seth Moulton,D,MA-6,"Tel Aviv, Israel",Anerican Israel Education Foundation,Amendment
32,"June 27, 2015 - July 5, 2015",Jonas Miller,John Carter,R,TX-31,"Ginosar, Israel",American Israel Education Foundation,Original
33,"June 27, 2015 - July 5, 2015",Jonas Miller,John Carter,R,TX-31,"Jerusalem, Israel",American Israel Education Foundation,Original
34,"June 27, 2015 - July 5, 2015",Jonas Miller,John Carter,R,TX-31,"Tel Aviv, Israel",American Israel Education Foundation,Original
35,"June 27, 2015 - July 5, 2015",William Tranghese,Richard E. Neal,D,MA-1,"Ginosar, Israel",American Israel Education Foundation,Original
36,"June 27, 2015 - July 5, 2015",William Tranghese,Richard E. Neal,D,MA-1,"Jerusalem, Israel",American Israel Education Foundation,Original
37,"June 27, 2015 - July 5, 2015",William Tranghese,Richard E. Neal,D,MA-1,"Tel Aviv, Israel",American Israel Education Foundation,Original
38,"June 27, 2015 - July 5, 2015",Samantha Slater,Steve Israel,D,NY-3,"Jerusalem, Israel",American Israel Education Foundation,Original
39,"June 27, 2015 - July 5, 2015",Samantha Slater,Steve Israel,D,NY-3,"Tel Aviv, Israel",American Israel Education Foundation,Original
40,"June 27, 2015 - July 5, 2015",Samantha Slater,Steve Israel,D,NY-3,"Tiberias, Israel",American Israel Education Foundation,Original
41,"June 27, 2015 - July 5, 2015",Carson Middleton,Joe Pitts,R,PA-16,"Ginosar, Israel",American Israel Education Foundation,Original
42,"June 27, 2015 - July 5, 2015",Carson Middleton,Joe Pitts,R,PA-16,"Jerusaelm, Israel",American Israel Education Foundation,Original
43,"June 27, 2015 - July 5, 2015",Carson Middleton,Joe Pitts,R,PA-16,"Tel Aviv, Israel",American Israel Education Foundation,Original
44,"June 27, 2015 - July 4, 2015",Daniel A. Rubin,Jim McDermott,D,WA-7,"Monrovia, Liberia",National Democratic Institute,Original
45,"June 27, 2015 - July 4, 2015",Daniel A. Rubin,Jim McDermott,D,WA-7,"Nairobi, Kenya",National Democratic Institute,Original
46,"June 27, 2015 - July 4, 2015",Lindsey Herbel,Keith Ellison,D,MN-5,"Monrovia, Liberia",National Democratic Institute,Original
47,"June 27, 2015 - July 4, 2015",Lindsey Herbel,Keith Ellison,D,MN-5,"Nairobi, Kenya",National Democratic Institute,Original
48,"June 28, 2015 - July 3, 2015",Lewis Kaminski,Eliot L. Engel,D,NY-16,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
49,"June 28, 2015 - July 3, 2015",Lewis Kaminski,Eliot L. Engel,D,NY-16,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
0,"June 28, 2015 - July 3, 2015",Lewis Kaminski,Eliot L. Engel,D,NY-16,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
1,"June 28, 2015 - July 3, 2015",Cornelius Queen,Chris Van Hollen,D,MD-8,"Fort McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
2,"June 28, 2015 - July 3, 2015",Cornelius Queen,Chris Van Hollen,D,MD-8,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
3,"June 28, 2015 - July 3, 2015",Cornelius Queen,Chris Van Hollen,D,MD-8,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
4,"June 28, 2015 - July 3, 2015",Robert Wagener,Richard Hanna,R,NY-22,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
5,"June 28, 2015 - July 3, 2015",Robert Wagener,Richard Hanna,R,NY-22,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
6,"June 28, 2015 - July 3, 2015",Robert Wagener,Richard Hanna,R,NY-22,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
7,"June 28, 2015 - July 3, 2015",Joshua Sutherland,Evan Jenkins,R,WV-3,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
8,"June 28, 2015 - July 3, 2015",Joshua Sutherland,Evan Jenkins,R,WV-3,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
9,"June 28, 2015 - July 3, 2015",Joshua Sutherland,Evan Jenkins,R,WV-3,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
10,"June 30, 2015 - July 3, 2015",Tim Walberg,Tim Walberg,R,MI-7,"Kyiv, Ukraine",Ukrainian Parliamentary Prayer Group,Original
11,"June 28, 2015 - July 3, 2015",Patrick Manion,Trey Gowdy,R,SC-4,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
12,"June 28, 2015 - July 3, 2015",Patrick Manion,Trey Gowdy,R,SC-4,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
13,"June 28, 2015 - July 3, 2015",Patrick Manion,Trey Gowdy,R,SC-4,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
14,"June 28, 2015 - July 3, 2015",Lauren Swing,Rick Allen,R,GA-12,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
15,"June 28, 2015 - July 3, 2015",Lauren Swing,Rick Allen,R,GA-12,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
16,"June 28, 2015 - July 3, 2015",Lauren Swing,Rick Allen,R,GA-12,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
17,"June 28, 2015 - July 3, 2015",Francis Brooke,Andy Barr,R,KY-6,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
18,"June 28, 2015 - July 3, 2015",Francis Brooke,Andy Barr,R,KY-6,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
19,"June 28, 2015 - July 3, 2015",Francis Brooke,Andy Barr,R,KY-6,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
20,"June 28, 2015 - July 3, 2015",Breanna Cameron,Emanuel Cleaver II,D,MO-5,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
21,"June 28, 2015 - July 3, 2015",Breanna Cameron,Emanuel Cleaver II,D,MO-5,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
22,"June 28, 2015 - July 3, 2015",Breanna Cameron,Emanuel Cleaver II,D,MO-5,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
23,"June 28, 2015 - July 3, 2015",Jennifer Piatt,Brad Ashford,D,NE-2,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
24,"June 28, 2015 - July 3, 2015",Jennifer Piatt,Brad Ashford,D,NE-2,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
25,"June 28, 2015 - July 3, 2015",Jennifer Piatt,Brad Ashford,D,NE-2,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
26,"June 28, 2015 - July 3, 2015",Wesley R. Brooks,Ileana Ros-Lehtinen,R,FL-27,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
27,"June 28, 2015 - July 3, 2015",Wesley R. Brooks,Ileana Ros-Lehtinen,R,FL-27,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
28,"June 28, 2015 - July 3, 2015",Wesley R. Brooks,Ileana Ros-Lehtinen,R,FL-27,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
29,"June 28, 2015 - July 3, 2015",Jean Fundakowski,Julia Brownley,D,CA-26,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
30,"June 28, 2015 - July 3, 2015",Jean Fundakowski,Julia Brownley,D,CA-26,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
31,"June 28, 2015 - July 3, 2015",Jean Fundakowski,Julia Brownley,D,CA-26,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
32,"June 28, 2015 - July 3, 2015",Matthew S. Hodge,Austin Scott,R,GA-8,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
33,"June 28, 2015 - July 3, 2015",Matthew S. Hodge,Austin Scott,R,GA-8,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
34,"June 28, 2015 - July 3, 2015",Matthew S. Hodge,Austin Scott,R,GA-8,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
35,"June 28, 2015 - July 3, 2015",Livia Shmavonian,Jim Langevin,D,RI-2,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
36,"June 28, 2015 - July 3, 2015",Livia Shmavonian,Jim Langevin,D,RI-2,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
37,"June 28, 2015 - July 3, 2015",Livia Shmavonian,Jim Langevin,D,RI-2,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
38,"June 28, 2015 - July 3, 2015",Amanda Truong,Janice Hahn,D,CA-44,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
39,"June 28, 2015 - July 3, 2015",Amanda Truong,Janice Hahn,D,CA-44,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
40,"June 28, 2015 - July 3, 2015",Amanda Truong,Janice Hahn,D,CA-44,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
41,"June 28, 2015 - July 3, 2015",Kinney Christopher Schepis,Bennie Thompson,D,MS-2,"Ft. McMurray, Canada",Woodrow Wilson International Center for Scholars,Original
42,"June 28, 2015 - July 3, 2015",Kinney Christopher Schepis,Bennie Thompson,D,MS-2,"Montreal, Canada",Woodrow Wilson International Center for Scholars,Original
43,"June 28, 2015 - July 3, 2015",Kinney Christopher Schepis,Bennie Thompson,D,MS-2,"Vancouver, Canada",Woodrow Wilson International Center for Scholars,Original
44,"June 28, 2015 - July 3, 2015",Kelsey Wall,Gary Palmer,R,AL-6,"Ft. McMurray, Canada",Woodrow WIlson International Center for Scholars,Original
45,"June 28, 2015 - July 3, 2015",Kelsey Wall,Gary Palmer,R,AL-6,"Montreal, Canada",Woodrow WIlson International Center for Scholars,Original
46,"June 28, 2015 - July 3, 2015",Kelsey Wall,Gary Palmer,R,AL-6,"Vancouver, Canada",Woodrow WIlson International Center for Scholars,Original
